Ref_Date,GEO,CLS,CAPACITY,Vector,Coordinate,Value
2015,Canada,"Electricity producer, industries",Hydraulic turbine,v53517900,1.4.2,5269357.0
2006,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,600.0
2007,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,54600.0
2008,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,63600.0
2009,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,63600.0
2010,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,63600.0
2011,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,63600.0
2012,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,..
2013,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,600.0
2014,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,9800.0
2015,Canada,"Electricity producer, industries",Wind power turbine,v53517901,1.4.3,9800.0
2006,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,3339345.0
2007,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,3565135.0
2008,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,3521525.0
2009,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,3663930.0
2010,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,3762221.0
2011,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,3758844.0
2012,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,..
2013,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,4028578.0
2014,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,4177402.0
2015,Canada,"Electricity producer, industries",Total thermal,v53517902,1.4.6,4252345.0
2006,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,1899225.0
2007,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,1897225.0
2008,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,1841125.0
2009,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,1934000.0
2010,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,1937349.0
2011,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,1930849.0
2012,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,..
2013,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,2090764.0
2014,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,2129464.0
2015,Canada,"Electricity producer, industries",Conventional steam turbine,v53517903,1.4.7,2162964.0
2006,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1353500.0
2007,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1416060.0
2008,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1418060.0
2009,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1431060.0
2010,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1523060.0
2011,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1519900.0
2012,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,..
2013,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1620905.0
2014,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1571705.0
2015,Canada,"Electricity producer, industries",Combustion turbine,v53517904,1.4.9,1577700.0
2006,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,86620.0
2007,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,251850.0
2008,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,262340.0
2009,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,298870.0
2010,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,301812.0
2011,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,308095.0
2012,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,..
2013,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,316909.0
2014,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,476233.0
2015,Canada,"Electricity producer, industries",Internal combustion turbine,v53517899,1.4.10,511681.0
2006,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7492383.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7333835.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7333835.0
2009,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7390050.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7392250.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7397803.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7420738.0
2014,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7403005.0
2015,Newfoundland and Labrador,Total all classes of electricity producer,Total installed capacity,v53517995,2.1.1,7403215.0
2006,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6775450.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6776800.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6776800.0
2009,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6781050.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6781050.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6788700.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6781050.0
2014,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6758770.0
2015,Newfoundland and Labrador,Total all classes of electricity producer,Hydraulic turbine,v53517997,2.1.2,6758980.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,0.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,..
2009,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,27000.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,27000.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,27000.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,54000.0
2014,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,54000.0
2015,Newfoundland and Labrador,Total all classes of electricity producer,Wind power turbine,v53517998,2.1.3,54000.0
2006,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,716933.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,557035.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,557035.0
2009,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,582000.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,584200.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,582103.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,585688.0
2014,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,590235.0
2015,Newfoundland and Labrador,Total all classes of electricity producer,Total thermal,v53517999,2.1.6,590235.0
2006,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2009,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,513800.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2014,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2015,Newfoundland and Labrador,Total all classes of electricity producer,Conventional steam turbine,v53518000,2.1.7,490000.0
2006,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,193000.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2009,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2014,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2015,Newfoundland and Labrador,Total all classes of electricity producer,Combustion turbine,v53518001,2.1.9,43000.0
2006,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,33933.0
2007,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,24035.0
2008,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,24035.0
2009,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,49000.0
2010,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,51200.0
2011,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,25303.0
2012,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,..
2013,Newfoundland and Labrador,Total all classes of electricity producer,Internal combustion turbine,v53517996,2.1.10,52688.0
